estimated_study_hours,hours_left_until_deadline,completion_percentage,difficulty,risk_level
9.7,1.4,22.4,Hard,High
10.6,17.6,12.0,Easy,Medium
8.3,46.1,52.2,Medium,Low
12.4,43.0,60.5,Medium,Low
8.1,4.8,27.8,Medium,High
7.7,158.1,83.6,Hard,Low
8.2,144.1,74.2,Easy,Low
10.3,30.4,36.2,Easy,Low
11.7,13.2,5.3,Medium,High
10.4,28.4,52.9,Easy,Low
11.8,52.1,65.2,Medium,Low
7.2,104.5,59.3,Easy,Low
8.6,146.2,74.8,Easy,Low
3.3,72.5,40.6,Hard,Low
12.6,46.6,47.4,Medium,Low
9.8,25.4,58.1,Medium,Medium
7.8,8.5,13.8,Hard,High
9.1,142.3,49.2,Easy,Low
9.1,135.1,63.2,Medium,Low
4.1,55.5,32.7,Medium,Low
3.4,64.0,56.2,Medium,Low
4.5,13.6,38.8,Hard,Medium
12.8,21.9,44.4,Hard,Medium
9.9,95.9,45.1,Hard,Low
18.1,20.0,28.6,Easy,Medium
2.8,102.0,63.0,Easy,Low
7.2,162.1,68.5,Medium,Low
10.6,35.2,59.2,Easy,Low
9.9,126.2,45.9,Easy,Low
3.4,59.2,35.5,Hard,Low
11.1,39.7,42.7,Hard,Low
11.8,52.3,63.8,Easy,Low
6.9,56.6,94.0,Hard,Low
7.2,1.5,17.6,Hard,High
14.7,36.9,58.9,Easy,Low
6.7,2.6,17.5,Medium,High
11.1,4.2,37.3,Easy,High
7.6,151.7,43.7,Medium,Low
2.6,88.9,54.0,Medium,Low
6.3,115.0,98.3,Hard,Low
13.3,53.3,58.5,Easy,Low
3.0,150.8,83.4,Easy,Low
11.3,3.0,3.5,Easy,High
2.1,150.1,99.6,Hard,Low
2.9,155.1,55.0,Easy,Low
6.0,99.4,66.2,Medium,Low
8.0,8.7,35.6,Easy,Medium
4.4,56.3,44.1,Easy,Low
10.4,39.6,69.7,Medium,High
17.1,17.7,18.9,Medium,High
7.7,42.1,67.8,Hard,Low
3.1,144.3,48.8,Hard,Low
7.4,26.7,35.4,Easy,Low
9.4,86.7,52.0,Medium,Low
3.5,11.5,46.9,Medium,Low
10.9,53.3,38.6,Easy,Low
6.1,75.1,81.1,Medium,Low
19.0,7.3,1.2,Hard,High
4.0,83.5,50.1,Hard,Low
14.6,18.3,31.0,Medium,Medium
11.6,46.1,44.8,Easy,Low
13.5,16.2,17.0,Medium,High
11.3,8.8,17.1,Medium,High
13.9,44.4,44.4,Medium,Low
9.9,11.5,54.8,Medium,Medium
13.4,45.0,47.6,Medium,Low
7.8,10.5,25.5,Hard,High
7.3,100.8,51.1,Hard,Low
4.4,53.3,30.8,Easy,Low
9.7,33.8,37.1,Medium,Low
19.7,17.9,16.8,Easy,High
8.1,100.5,88.4,Hard,Low
13.1,11.1,36.8,Hard,High
15.2,16.0,1.3,Medium,High
13.3,44.0,57.2,Medium,Low
9.3,7.5,5.8,Easy,High
19.7,2.2,10.7,Medium,High
10.3,19.4,21.2,Easy,Medium
6.4,80.7,96.6,Medium,Low
10.0,32.2,21.6,Hard,Medium
11.2,27.9,37.6,Medium,Medium
6.5,1.7,12.7,Hard,High
7.0,17.2,37.7,Medium,Medium
5.7,33.9,20.3,Easy,Low
13.2,8.9,11.8,Easy,High
12.0,16.2,68.3,Hard,Medium
10.6,1.3,5.0,Medium,High
6.0,4.9,18.5,Hard,High
4.3,160.2,40.8,Medium,Low
17.0,11.1,2.7,Hard,High
13.8,15.0,28.9,Hard,High
11.9,32.1,39.2,Medium,Low
14.6,10.7,67.9,Hard,Medium
12.4,52.3,46.2,Hard,Low
4.0,100.8,97.7,Easy,Low
6.7,2.6,16.7,Medium,High
14.7,50.0,31.5,Easy,Low
3.6,66.4,71.5,Medium,Low
7.4,19.3,33.0,Medium,Medium
13.5,29.0,68.0,Easy,Low
12.1,9.7,3.7,Medium,High
5.9,14.0,25.9,Easy,Low
17.1,14.1,11.1,Medium,High
19.1,1.9,7.2,Hard,High
3.0,40.0,33.1,Easy,Low
3.1,36.3,35.5,Medium,Low
7.7,91.6,81.7,Easy,Low
13.3,55.7,64.8,Hard,Low
9.7,11.4,67.9,Medium,Medium
4.5,33.8,20.5,Medium,Low
4.3,10.7,30.3,Hard,Medium
9.0,49.3,67.9,Medium,Low
10.9,56.4,30.1,Medium,Low
16.7,9.6,30.7,Medium,High
5.6,38.4,30.0,Medium,Low
6.2,18.3,27.6,Easy,Low
13.8,8.5,5.2,Hard,High
9.9,40.0,43.8,Easy,Low
6.1,0.6,27.4,Easy,High
5.5,14.8,43.7,Hard,Medium
19.7,2.4,7.7,Easy,Medium
15.3,9.0,24.9,Medium,High
4.5,33.3,53.4,Hard,Low
14.1,41.5,30.8,Medium,Low
15.0,25.0,24.2,Hard,Medium
9.7,34.1,57.0,Hard,Low
6.9,112.0,67.4,Hard,Low
6.7,18.5,8.9,Hard,Medium
8.2,56.9,67.2,Medium,Low
2.3,163.3,98.0,Medium,Low
3.5,33.2,63.4,Easy,Low
12.2,3.3,24.4,Medium,High
5.3,20.5,54.0,Medium,Low
7.9,34.1,66.5,Hard,Low
19.5,2.2,10.2,Easy,High
6.6,49.1,25.9,Easy,Low
3.8,142.2,43.2,Hard,Low
15.3,11.6,34.7,Medium,High
9.0,48.1,68.1,Hard,Low
1.1,116.1,98.2,Medium,Low
18.9,8.6,16.7,Medium,High
5.0,52.5,58.5,Hard,Low
8.4,150.7,40.1,Medium,Low
3.8,90.7,93.3,Easy,Low
6.5,10.8,15.3,Medium,Medium
1.7,72.3,41.2,Medium,Low
5.5,108.3,50.1,Hard,Low
2.7,122.1,66.6,Easy,Low
18.3,4.9,4.1,Easy,High
3.5,129.8,40.6,Hard,Low
4.8,129.9,46.2,Medium,Low
9.5,34.1,32.2,Easy,Low
16.9,8.2,34.5,Medium,High
3.5,54.2,70.0,Medium,Low
5.6,51.2,68.3,Easy,Low
6.0,102.8,72.4,Hard,Low
1.3,60.5,87.8,Hard,Low
3.2,97.9,73.5,Easy,High
11.1,39.7,68.9,Hard,Low
8.0,17.1,21.4,Medium,Medium
5.5,127.4,75.0,Hard,Low
5.8,80.6,48.5,Easy,Low
3.2,30.8,61.5,Hard,Low
14.5,2.3,11.7,Medium,High
1.3,88.0,95.8,Easy,Low
7.8,48.9,27.4,Easy,Low
11.9,10.7,1.2,Easy,High
5.8,75.2,50.1,Easy,Low
6.6,14.1,3.2,Hard,Medium
8.5,46.0,39.5,Medium,Low
4.8,44.2,56.2,Hard,Low
9.7,124.4,84.2,Hard,Low
2.0,86.1,57.5,Hard,Low
1.0,49.6,67.0,Hard,Low
18.7,8.6,3.4,Medium,High
17.6,2.8,18.4,Easy,High
1.9,76.2,51.6,Hard,Low
4.9,31.2,68.7,Easy,Low
1.7,151.8,66.8,Hard,Low
15.7,9.9,0.0,Medium,High
7.6,35.6,63.6,Medium,Low
5.3,17.8,31.8,Easy,Low
6.9,6.3,29.8,Medium,High
5.7,11.3,2.0,Medium,Medium
15.8,16.7,18.1,Easy,Medium
7.7,132.8,47.6,Medium,Low
10.1,35.4,67.2,Easy,Low
14.9,38.4,20.7,Hard,Medium
2.1,102.6,60.9,Hard,Low
8.7,155.9,44.3,Easy,Low
3.6,126.1,40.5,Hard,Low
12.8,31.8,27.7,Easy,Low
6.8,166.9,41.9,Hard,Low
11.5,4.7,34.0,Hard,High
6.3,16.4,17.5,Hard,Medium
13.8,9.5,11.1,Medium,High
13.8,5.7,1.6,Easy,High
7.2,143.4,57.1,Hard,Low
5.9,84.0,98.2,Hard,Low
10.6,14.5,9.4,Medium,High
8.4,7.7,33.7,Hard,High
17.1,11.3,38.6,Medium,High
2.0,131.7,64.9,Easy,Low
12.7,54.4,38.7,Easy,Low
7.0,10.7,69.4,Medium,Low
14.6,18.6,39.2,Easy,Medium
9.8,85.2,57.7,Medium,Low
5.5,41.5,60.8,Hard,Low
2.1,165.9,62.2,Hard,Low
15.9,6.3,38.3,Medium,High
13.1,11.3,22.2,Easy,High
9.9,10.5,35.1,Hard,High
6.0,48.4,37.0,Easy,Low
9.9,102.8,95.0,Medium,Low
6.5,19.8,9.3,Hard,Medium
19.6,14.6,22.1,Easy,High
6.1,43.6,21.6,Easy,Low
9.1,92.9,67.5,Hard,Low
7.9,87.0,74.4,Hard,Low
5.8,25.2,59.9,Hard,Low
12.1,8.5,32.4,Medium,Low
11.6,10.5,39.9,Easy,Medium
12.9,25.6,34.7,Easy,Medium
15.2,4.6,8.4,Medium,High
6.0,62.2,81.8,Hard,Low
6.8,17.9,11.1,Medium,Low
4.6,126.3,90.7,Hard,Low
14.4,10.7,37.1,Medium,High
14.9,46.0,35.6,Easy,Low
16.4,15.9,33.6,Easy,Medium
8.9,55.1,29.2,Easy,Low
5.0,19.7,17.9,Easy,Low
6.5,14.4,26.4,Hard,Medium
10.9,12.4,37.1,Medium,Medium
14.6,17.1,21.6,Hard,High
7.1,2.7,37.2,Easy,High
3.5,38.8,23.2,Easy,Low
10.4,22.1,41.9,Easy,Low
5.3,60.4,44.0,Hard,Low
2.4,130.5,97.9,Hard,Low
7.0,11.2,29.4,Easy,Medium
7.0,17.6,10.9,Hard,Medium
13.2,33.7,29.1,Hard,Medium
8.2,14.7,51.4,Easy,Low
3.3,59.8,68.7,Medium,Low
14.2,11.5,38.5,Medium,High
4.0,162.5,45.6,Easy,Low
9.5,19.2,39.6,Easy,Low
19.9,11.4,1.7,Hard,High
10.0,132.8,92.7,Easy,Low
6.6,122.8,94.4,Hard,Low
10.7,56.9,34.1,Medium,Low
7.1,38.6,61.5,Easy,Low
6.9,155.1,53.3,Hard,Low
14.4,53.4,26.3,Hard,Medium
7.6,9.9,20.4,Hard,High
10.2,6.7,38.5,Medium,High
7.5,12.7,33.1,Hard,Medium
7.3,64.9,69.7,Hard,Low
10.8,16.6,0.2,Medium,Medium
5.8,2.2,4.6,Easy,High
12.5,19.9,27.8,Easy,Medium
15.5,8.9,39.5,Easy,High
10.8,9.9,0.4,Hard,High
18.0,6.6,19.6,Medium,High
7.9,121.5,80.0,Hard,Low
7.4,107.7,97.9,Easy,Low
8.8,148.3,47.4,Easy,Low
9.3,52.3,31.9,Hard,Low
9.1,16.0,33.1,Hard,High
10.7,17.1,8.3,Hard,High
9.8,23.2,56.6,Hard,Low
2.1,104.6,82.7,Hard,Low
3.5,104.2,49.9,Hard,Low
7.8,22.6,55.6,Medium,Low
10.9,3.1,3.0,Hard,High
16.0,17.5,22.6,Easy,Medium
10.8,4.2,3.7,Medium,High
9.1,32.0,51.2,Easy,Low
18.9,11.6,3.7,Hard,High
15.0,55.5,50.3,Hard,Low
11.0,1.2,18.5,Medium,High
8.3,8.1,21.0,Easy,Medium
3.9,43.8,98.4,Hard,Low
3.8,58.2,51.4,Easy,Low
11.1,16.4,29.9,Easy,Medium
14.4,17.3,27.7,Hard,Low
9.0,17.2,24.9,Hard,Medium
7.7,48.1,42.7,Hard,Low
11.8,4.0,9.9,Medium,High
12.3,18.5,30.6,Hard,Medium
16.1,1.6,15.8,Hard,High
6.9,57.1,50.9,Hard,Low
5.6,119.8,50.1,Easy,Low
1.9,51.9,84.3,Easy,Low
4.6,17.8,63.1,Medium,Low
5.7,1.2,30.4,Easy,High
6.8,12.1,12.9,Easy,Medium
13.0,10.5,54.0,Easy,Medium
12.4,15.1,10.5,Medium,High
2.6,70.2,71.6,Hard,Low
8.5,48.6,24.8,Medium,Low
6.2,123.5,81.0,Easy,Low
10.1,10.9,5.6,Hard,High
8.1,74.2,99.0,Easy,Low
6.6,143.5,57.2,Medium,Low
14.1,13.7,11.4,Hard,High
16.1,11.6,6.1,Medium,High
7.4,15.2,2.2,Hard,Medium
1.4,119.9,93.1,Hard,Low
9.0,3.1,11.2,Medium,High
13.8,18.9,30.2,Hard,High
4.7,153.2,77.2,Hard,Low
6.8,23.6,25.4,Hard,Medium
13.2,36.8,69.0,Hard,Low
17.5,6.8,10.4,Easy,High
14.5,13.6,12.8,Hard,High
2.2,129.1,82.3,Medium,Low
1.1,127.8,65.3,Hard,Low
2.6,145.0,97.1,Medium,Low
14.0,43.1,70.0,Hard,Low
8.0,19.3,48.0,Hard,Medium
9.5,124.4,49.9,Easy,Low
6.4,9.7,2.0,Easy,Medium
8.9,58.0,53.4,Easy,Low
14.5,7.9,28.8,Easy,High
14.4,47.0,64.5,Hard,Low
6.4,3.0,19.1,Medium,High
18.0,15.6,8.1,Medium,High
4.6,61.2,58.3,Hard,Low
16.7,5.2,10.4,Easy,High
8.8,16.6,28.6,Easy,Medium
3.5,54.0,41.9,Medium,Low
8.6,114.0,43.3,Easy,Low
9.8,127.7,53.7,Hard,Low
8.6,16.4,30.0,Medium,Medium
3.7,163.8,92.2,Medium,Low
12.3,1.5,25.9,Medium,High
1.5,52.2,60.0,Easy,Low
10.2,15.1,20.0,Hard,High
17.6,8.5,26.4,Easy,High
16.3,1.3,10.7,Easy,High
6.6,105.5,57.0,Easy,Low
10.6,6.2,15.0,Easy,High
6.0,16.2,32.9,Medium,Low
13.7,11.6,25.8,Medium,High
15.5,11.7,0.8,Hard,High
6.6,32.2,38.3,Easy,Low
3.0,118.7,48.0,Medium,Low
10.9,55.8,66.6,Medium,Low
1.5,109.3,93.7,Easy,Low
4.7,92.9,67.5,Medium,Low
18.0,14.8,16.0,Hard,High
13.6,25.7,39.2,Easy,Medium
3.1,139.3,88.6,Easy,Low
14.8,1.5,35.6,Medium,Low
12.7,20.0,29.4,Hard,Medium
14.9,14.5,29.1,Easy,Medium
7.9,5.8,28.2,Easy,High
3.7,59.7,88.1,Hard,Low
1.1,100.8,59.9,Medium,Low
12.0,9.5,26.3,Easy,High
13.8,24.8,68.6,Medium,Low
1.6,102.2,85.6,Hard,Low
7.6,60.9,63.4,Easy,Low
19.9,15.1,39.4,Easy,Medium
10.4,3.4,2.8,Medium,High
7.1,13.0,5.4,Easy,Medium
4.6,141.8,98.1,Easy,Low
10.9,50.4,58.4,Easy,Low
6.5,5.4,36.2,Medium,High
6.6,156.7,65.6,Hard,Low
5.9,45.7,88.8,Easy,Low
2.9,42.0,48.7,Medium,Low
6.0,97.5,64.5,Medium,Medium
8.7,151.9,61.6,Easy,Low
5.9,135.7,76.2,Hard,Low
4.1,99.1,64.0,Hard,Low
7.9,33.5,32.0,Hard,Low
4.5,28.0,51.1,Hard,Low
13.1,8.4,5.0,Hard,High
9.4,38.8,39.7,Hard,Low
12.3,35.1,21.2,Easy,Low
2.8,165.5,63.4,Medium,Low
5.9,126.7,63.0,Medium,Low
9.9,103.9,82.8,Hard,Low
6.4,48.7,33.1,Medium,Medium
1.4,42.5,72.1,Medium,Low
18.1,15.4,30.2,Medium,High
4.6,101.2,83.7,Medium,Low
13.8,23.0,40.4,Easy,Medium
7.3,45.3,61.9,Medium,Low
3.6,37.9,62.1,Hard,Low
9.6,10.3,25.2,Hard,High
7.9,136.7,80.9,Hard,Low
9.0,49.1,70.0,Hard,Low
12.4,51.6,67.2,Hard,Low
7.1,18.4,3.8,Easy,Medium
6.5,19.9,23.1,Easy,Low
7.5,51.7,42.2,Easy,Low
7.4,80.5,86.7,Easy,Low
8.4,142.7,85.7,Hard,Low
13.0,14.9,64.1,Medium,Medium
11.1,12.5,37.5,Medium,Medium
9.3,89.1,70.5,Easy,Low
7.1,106.6,99.6,Easy,Low
7.9,83.7,51.5,Easy,Low
1.3,140.0,44.0,Hard,Low
6.0,72.2,96.5,Hard,Low
13.9,40.2,53.9,Easy,Low
2.6,77.0,93.9,Medium,Low
17.6,19.8,31.7,Easy,Medium
2.9,53.7,56.5,Easy,Low
13.9,56.1,60.5,Medium,Low
13.8,33.2,42.6,Medium,Low
8.3,5.8,4.6,Hard,High
12.2,46.3,40.6,Easy,Low
3.8,51.7,68.2,Easy,Low
7.3,154.7,55.2,Easy,Low
17.9,18.9,28.3,Medium,High
5.7,121.9,64.7,Easy,Low
19.8,9.5,27.6,Medium,High
13.1,12.5,32.2,Medium,High
8.2,14.5,28.3,Medium,Medium
7.0,120.7,80.1,Medium,Low
11.3,8.7,37.3,Medium,High
8.7,97.4,66.8,Hard,Low
9.9,15.5,59.9,Easy,Low
2.5,141.4,44.7,Hard,Low
2.1,71.3,56.6,Hard,Low
4.2,50.3,52.5,Easy,Low
18.7,12.6,28.5,Easy,High
6.8,32.8,57.3,Hard,Low
10.6,12.6,23.6,Medium,Medium
11.7,8.5,15.0,Medium,High
14.2,23.7,51.4,Easy,Low
11.7,36.3,59.4,Medium,Low
13.9,18.7,37.4,Hard,Medium
8.7,148.7,92.2,Hard,Low
11.0,13.9,6.0,Easy,Medium
15.0,12.5,35.6,Hard,High
11.8,41.6,41.1,Hard,Low
18.9,2.4,25.9,Hard,High
9.5,29.3,30.5,Hard,Medium
7.9,112.1,85.4,Medium,Low
3.3,75.0,80.8,Medium,Low
3.7,166.5,67.9,Medium,Low
5.3,13.6,29.8,Easy,Low
11.5,17.3,33.5,Easy,Low
10.3,17.4,67.2,Hard,Medium
13.8,4.7,30.2,Easy,High
8.4,15.2,32.6,Medium,Medium
8.5,27.3,50.9,Medium,Low
13.3,38.2,67.8,Hard,Low
8.1,57.6,39.0,Medium,Low
9.0,121.3,59.1,Easy,Low
12.4,14.4,25.1,Medium,Medium
11.9,18.1,5.3,Easy,Medium
5.5,24.9,34.8,Easy,High
17.2,3.7,24.4,Easy,High
7.1,27.6,65.9,Medium,Low
14.9,39.1,24.8,Hard,Medium
8.3,18.0,12.9,Hard,Medium
14.7,12.1,8.4,Medium,High
11.1,11.4,66.5,Medium,Medium
6.9,32.7,36.4,Medium,Low
9.3,144.0,68.1,Easy,Low
8.5,47.3,44.6,Easy,Low
6.6,9.0,20.6,Easy,Medium
2.8,47.0,96.7,Hard,Low
8.4,84.8,92.3,Medium,Low
6.3,7.9,23.8,Easy,Medium
9.6,76.9,46.6,Easy,Low
8.2,23.4,50.4,Hard,Low
5.8,122.0,49.2,Easy,Low
6.1,46.5,61.8,Medium,Low
9.4,46.5,76.9,Hard,Low
5.7,48.7,70.4,Medium,Low
10.6,19.9,34.6,Hard,Medium
5.0,51.4,94.8,Hard,Low
8.7,92.9,50.9,Medium,Low
9.9,4.9,24.0,Hard,Medium
13.0,16.0,8.2,Hard,High
6.0,28.5,67.2,Medium,Low
6.6,50.1,71.0,Medium,Low
7.5,127.1,69.3,Easy,Low
11.4,11.7,24.9,Hard,High
5.1,10.5,48.4,Medium,Medium
16.5,15.7,2.5,Hard,High
4.2,42.4,65.7,Medium,Low
13.1,24.6,53.9,Easy,Low
7.9,82.6,62.6,Medium,Low
15.6,9.0,10.5,Hard,High
4.5,43.5,73.9,Hard,High
11.3,14.2,26.3,Easy,Medium
12.0,11.9,42.1,Easy,Medium
7.6,80.7,61.5,Hard,Low
5.8,10.5,21.1,Easy,Medium
5.9,88.7,68.5,Medium,Low
3.7,90.9,89.7,Medium,Low
4.7,94.5,45.5,Hard,Low
1.6,125.3,83.6,Medium,Low
19.5,19.6,39.3,Easy,Medium
3.7,155.4,70.1,Medium,Low
11.6,55.4,40.9,Medium,Low
12.1,26.1,60.4,Easy,Low
1.3,44.3,69.0,Medium,Low
10.6,12.8,23.1,Easy,Medium
5.9,104.6,88.6,Medium,Low
3.8,155.0,87.4,Easy,Low
5.4,37.3,54.3,Easy,Low
6.5,137.8,87.4,Hard,Low
3.2,91.8,79.8,Easy,Low
7.2,40.0,23.9,Easy,Low
14.5,34.3,40.1,Easy,Low
2.3,77.7,54.8,Hard,Low
13.2,39.3,34.5,Medium,Low
18.5,4.9,13.9,Hard,High
4.8,20.6,25.4,Easy,Low
6.0,43.4,62.1,Medium,Low
10.4,30.3,28.5,Hard,Medium
7.4,26.3,68.2,Easy,Low
18.6,8.9,31.9,Easy,High
6.4,36.9,63.1,Medium,Low
5.8,41.3,22.6,Hard,Low
3.8,40.8,51.5,Hard,Low
13.5,18.0,18.9,Hard,High
12.9,34.1,45.1,Easy,Low
12.1,41.5,22.2,Hard,Medium
3.2,146.5,45.6,Hard,Low
7.6,13.1,24.9,Easy,Medium
8.7,19.0,30.0,Hard,Medium
13.7,6.6,13.0,Easy,High
3.2,153.9,55.4,Medium,Low
6.1,16.3,29.2,Hard,Medium
2.8,121.0,77.5,Hard,Low
16.2,5.4,6.9,Medium,High
19.6,9.5,6.7,Hard,High
15.2,8.1,4.1,Hard,High
5.7,51.8,65.4,Hard,Low
1.4,130.0,84.4,Hard,Low
8.3,43.0,48.9,Medium,Low
10.9,4.6,23.5,Easy,High
12.4,20.4,52.9,Medium,Medium
4.8,48.1,34.4,Easy,Low
4.4,143.3,64.0,Medium,Low
5.8,80.4,97.4,Hard,Low
3.2,27.2,29.6,Easy,Low
4.2,127.7,83.5,Easy,Low
6.4,78.2,95.7,Easy,Low
9.7,108.6,52.5,Easy,Low
6.4,128.5,83.0,Hard,Low
1.3,152.6,51.6,Hard,Low
6.0,15.1,0.4,Hard,Medium
9.3,63.0,86.9,Easy,Low
4.9,100.9,81.8,Medium,Low
7.8,8.2,17.8,Medium,High
7.3,113.9,42.7,Medium,Low
1.9,51.9,73.2,Medium,High
10.7,17.8,42.9,Medium,Medium
19.0,10.1,29.7,Hard,High
11.7,3.2,12.3,Easy,High
6.9,112.4,49.0,Medium,Low
12.3,52.3,45.4,Hard,Low
3.1,138.6,66.4,Medium,Low
13.9,18.6,39.2,Hard,Medium
10.7,7.3,5.3,Hard,High
8.8,93.3,92.2,Medium,Low
4.9,70.2,40.9,Easy,Low
7.8,6.8,18.7,Hard,High
18.2,4.7,9.2,Easy,High
14.8,2.6,30.4,Hard,Medium
15.0,19.6,35.9,Medium,Medium
7.0,147.7,96.5,Easy,Low
19.5,14.3,29.3,Easy,High
11.4,36.2,69.0,Medium,Low
12.9,15.4,25.1,Easy,Medium
